,alternative_id,alpha,optimal_grade,fun_val,expert_sat,crowd_sat
0,0.0,0.0,2.7224323426464587,0.1928991972567372,4.458572631385596,4.665902053155033
1,0.0,0.1,2.6653892875100427,0.20155926400210514,4.515615686522011,4.652653481240212
2,0.0,0.2,2.620498595486643,0.20445901547229253,4.560506378545411,4.638699652601926
3,0.0,0.3,2.5511921622087748,0.19890440095855028,4.629812811823279,4.611982251568492
4,0.0,0.4,2.5511921601383216,0.1897456451425045,4.629812813893732,4.611982250727653
5,0.0,0.5,2.5511921601215737,0.18058689732873184,4.62981281391048,4.61198225072085
6,0.0,0.6,2.5039251299814502,0.17038362693863413,4.677079844050604,4.592243894505156
7,0.0,0.7,2.390260393916339,0.15257123717511514,4.786690541798408,4.539852126083938
8,0.0,0.8,2.38597852700262,0.12829592156281105,4.7881178307696475,4.537639883506947
9,0.0,0.9,2.385978527209531,0.10400894623468288,4.788117830700677,4.537639883614468
10,0.0,1.0,2.3859785269511566,0.0797219487392091,4.788117830786802,4.537639883480201
11,1.0,0.0,4.145737171711331,0.10416941867612783,4.91721926941943,4.886251824215466
12,1.0,0.1,4.125190494984343,0.10955891042501696,4.937765946146418,4.887928452820759
13,1.0,0.2,4.1004404764472575,0.1124837625423086,4.9625159646835035,4.887376857832572
14,1.0,0.3,4.071553473274124,0.1123120903897273,4.985197365873938,4.881728847429223
15,1.0,0.4,4.052440476282746,0.10734202826571364,4.988476408866997,4.875218558297855
16,1.0,0.5,4.048885470730036,0.10143083414729814,4.985929029599274,4.873821199521978
17,1.0,0.6,4.048885470301526,0.09537798717781328,4.985929029170765,4.873821199347952
18,1.0,0.7,4.043030771732364,0.08927326943329343,4.980074330601603,4.871396895332467
19,1.0,0.8,3.986666526649855,0.0769971713772577,4.923710085519094,4.83320492768372
20,1.0,0.9,3.9866665257107607,0.06371207508450108,4.923710084579999,4.833204926875857
21,1.0,1.0,3.9866665227367486,0.050426961804233776,4.923710081605987,4.833204924317422
22,2.0,0.0,2.286743284809986,0.35668342395088504,3.4289144282699957,4.518247658646827
23,2.0,0.1,2.2884590075657263,0.4781058722788106,3.4294863358552425,4.519079297187818
24,2.0,0.2,2.295901525963132,0.5993256826972561,3.4319671753210437,4.522603015125318
25,2.0,0.3,2.3027770025979395,0.7202462524975051,3.4342590008659797,4.525794839157571
26,2.0,0.4,2.3119846477309283,0.8407940896244286,3.437328215910309,4.529989019296145
27,2.0,0.5,2.3343366353579484,0.9605986280396016,3.444778878452649,4.539694536008921
28,2.0,0.6,2.3924234486178406,1.077995702877113,3.46414114953928,4.561881145680027
29,2.0,0.7,2.999999849052976,1.1825396684129494,3.6666666163509922,4.319580446588515
30,2.0,0.8,2.999999999960909,1.232804216245044,3.6666666666536365,4.31958033521978
31,2.0,0.9,2.9999999999722786,1.2830687747957978,3.666666666657426,4.31958033521139
32,2.0,1.0,2.9999939374826265,1.3333394960734704,3.666664645827542,4.319584809275801
33,3.0,0.0,2.452425172030173,0.1442125620250116,4.880791308459708,4.762063635440363
34,3.0,0.1,2.430505169917891,0.16178597460357694,4.888097975830468,4.7477601241265015
35,3.0,0.2,2.382043150223704,0.1757627517030349,4.9042519823951976,4.711367213992932
36,3.0,0.3,2.330899338184927,0.18258888184228425,4.921299919741457,4.6685607058309175
37,3.0,0.4,2.266061321926516,0.1812339159240067,4.887550690405034,4.611650364380988
38,3.0,0.5,2.1988996608933733,0.16568668921061575,4.820389029371891,4.548828095283812
39,3.0,0.6,2.1988996608914797,0.14744574607842945,4.820389029369998,4.548828095282023
40,3.0,0.7,2.198899657604818,0.12920480308418592,4.820389026083336,4.548828092167586
41,3.0,0.8,2.14172934602168,0.10497765027546238,4.763218714500197,4.494084081952732
42,3.0,0.9,2.1417293436631017,0.08020144236589095,4.763218712141619,4.494084079676551
43,3.0,1.0,2.1417293380385343,0.055425227468022434,4.763218706517051,4.494084074248468
44,4.0,0.0,2.190994289397355,0.38320489795814505,4.426632117054216,4.533295824671598
45,4.0,0.1,2.1675827736589155,0.3557373325116389,4.450043632792656,4.538379989295579
46,4.0,0.2,2.1392065475745863,0.32726018535920265,4.478419858876985,4.543481089723759
47,4.0,0.3,2.132817005408404,0.2981772289058677,4.484809401043167,4.5444273850140835
48,4.0,0.4,2.132817005418524,0.2690181660428804,4.484809401033047,4.5444273850126224
49,4.0,0.5,2.1328170053796454,0.2398591031842207,4.484809401071925,4.544427385018224
50,4.0,0.6,2.132817007983117,0.210700359594112,4.484809398468454,4.544427384643055
51,4.0,0.7,2.1328170053954043,0.18154113999738564,4.484809401056167,4.544427385015956
52,4.0,0.8,2.132817004657925,0.15238203501381006,4.484809401793647,4.54442738512223
53,4.0,0.9,2.1328170043981194,0.12322294914260284,4.484809402053451,4.544427385159672
54,4.0,1.0,2.1328169679831017,0.09406398078413936,4.48480943846847,4.544427390407247
