,alternative_id,alpha,optimal_grade,fun_val,expert_diff,crowd_diff
0,0.0,0.0,3.2086441779207666,0.20494813129277673,0.149187092196121,0.4527119738782891
1,0.0,0.1,3.220592038589223,0.18653624553476764,0.1398016881861349,0.4528696088191369
2,0.0,0.2,3.2325399136821185,0.16783885697437184,0.1308347643139967,0.45334218569386414
3,0.0,0.3,3.2444877755307573,0.1488559656115893,0.12237836712566073,0.4541287202505575
4,0.0,0.4,3.2564356327056885,0.12958757144642,0.11454561276271102,0.45522758499668053
5,0.0,0.5,3.268383494509818,0.11003367447886402,0.10747293657047712,0.45663652598390136
6,0.0,0.6,3.2803313519072956,0.09019427470892132,0.1013196427725657,0.45835268271819113
7,0.0,0.7,3.2922792051275107,0.07006937213659198,0.09626219829339014,0.46037261923503797
8,0.0,0.8,3.3042270753375176,0.04965896676187575,0.09248055584915234,0.46269236104425376
9,0.0,0.9,3.316174933002051,0.02896305858477293,0.09013544865897022,0.4653074187063265
10,0.0,1.0,3.3281227821716874,0.007981647605283637,0.08934006718871235,0.4682128441352397
11,1.0,0.0,3.898862085273361,0.038636103431333835,0.23038471114912681,0.1965606863829434
12,1.0,0.1,3.876405194904046,0.039575893203255566,0.2085550058210766,0.19783936850651965
13,1.0,0.2,3.8539483046183887,0.039507059429703784,0.186873994057413,0.20162676378245825
14,1.0,0.3,3.8314914196904537,0.038429602110678335,0.16540016440125865,0.2077857337172437
15,1.0,0.4,3.8090345488681363,0.036343521246179254,0.14422609429471758,0.21611360722228076
16,1.0,0.5,3.7865776536848785,0.03324881683620681,0.12350601115170651,0.22637115293651744
17,1.0,0.6,3.764120768966089,0.029145488880760802,0.10351294348167621,0.23830931160896957
18,1.0,0.7,3.7416638885158884,0.024033537379841288,0.08476289319966143,0.25168905243929623
19,1.0,0.8,3.719206994463595,0.017912962333448235,0.06828754202766572,0.2662931806909826
20,1.0,0.9,3.6967501194966026,0.010783763741581721,0.056127121491556714,0.28193146953376014
21,1.0,1.0,3.6742932300057003,0.002645941604241576,0.05143871697701621,0.29844141457614876
22,2.0,0.0,2.1758920315277224,0.4213600648134309,1.3833570227541168,0.6491225345136548
23,2.0,0.1,2.1916361617082836,0.570343845937259,1.381653711077934,0.6493134392945933
24,2.0,0.2,2.2073802918888443,0.7188318717908018,1.3801279134696194,0.6498858171663702
25,2.0,0.3,2.2231244220694055,0.8668241423740599,1.3787802192557266,0.6508386616740842
26,2.0,0.4,2.2388685522499667,1.014320657687033,1.3776111511431726,0.6521703051931376
27,2.0,0.5,2.254612682430528,1.1613214177297213,1.3766211642160129,0.6538784334201522
28,2.0,0.6,2.270356812611089,1.3078264225021246,1.3758106450566403,0.6559601052492136
29,2.0,0.7,2.2861009427916503,1.4538356720042427,1.375179910995347,0.658411777640263
30,2.0,0.8,2.3018450729722115,1.599349166236077,1.3747292094916217,0.6612293349984922
31,2.0,0.9,2.3175892031527723,1.744366905197625,1.3744587176499814,0.6644081225120368
32,2.0,1.0,2.333333333333333,1.8888888888888886,1.3743685418725535,0.6679429828418563
33,3.0,0.0,2.3694017237779255,0.08117330580805025,0.4314381435226846,0.28490929400082804
34,3.0,0.1,2.3264984582823134,0.0898291722056883,0.3888004090439568,0.2881214952033902
35,3.0,0.2,2.2835951927867013,0.09480365822295242,0.34622828428591673,0.29755010766053863
36,3.0,0.3,2.2406919272910892,0.09609676385984259,0.3037493571791799,0.31263319964414044
37,3.0,0.4,2.197788661795477,0.09370848911635883,0.261409065478484,0.3326023885227552
38,3.0,0.5,2.1548853962998655,0.08763883399250112,0.21928772747757197,0.35663785632308354
39,3.0,0.6,2.1119821308042535,0.0778877984882695,0.17754125072949978,0.3839767605660284
40,3.0,0.7,2.069078865308642,0.06445538260366392,0.13651397137028287,0.4139651254963531
41,3.0,0.8,2.0261755998130297,0.04734158633868441,0.09712164243026121,0.44606891617777633
42,3.0,0.9,1.9832723343174175,0.026546409693330976,0.06253433343204803,0.4798637423406719
43,3.0,1.0,1.9403690688218056,0.0020698526676035983,0.045495633500409666,0.5150168199454723
44,4.0,0.0,2.3217879943402107,0.19585100265796948,0.29211572874674735,0.44255056508603563
45,4.0,0.1,2.292995368127286,0.18397004696605965,0.2637807950187736,0.4434862094611361
46,4.0,0.2,2.2642027419143607,0.17043106062567534,0.23555688762739127,0.44628137307635674
47,4.0,0.3,2.235410115701436,0.15523404363681664,0.20748931887002095,0.4509014754645458
